name_hotel,location_hotel,Free_Wifi_hotel,rating_hotel_num,rating_hotel_text,rating_hotel_qty,normal_price_hotel,discount_hotel,discount_price_hotel,reward_point_hotel,room,date,city
Unknown,Tegalrejo,Free Wifi,8.4,Luar Biasa,0,750867.0,5,606325.0,485,1,2021-08-12,Jogja
"Atrium Premiere Hotel Yogyakarta AmbarukmoSleman,",Sleman,Free Wifi,8.5,Luar Biasa,216,481052.0,5,457000.0,365,1,2021-08-12,Jogja
"D'Paragon Pelem KecutSleman,",Sleman,Free Wifi,8.7,Luar Biasa,4,194736.0,5,185000.0,148,1,2021-08-12,Jogja
SigNature,Sleman,Free Wifi,8.1,Luar Biasa,283,246152.0,35,159999.0,127,1,2021-08-12,Jogja
"The Manohara Hotel YogyakartaSleman,",Sleman,Free Wifi,9.3,Istimewa,10,1250526.0,5,1188000.0,950,1,2021-08-12,Jogja
"Sunrise Hotel JomborSleman,",Sleman,Free Wifi,7.6,Sangat Baik,8,630526.0,5,599000.0,479,1,2021-08-12,Jogja
"OYO 2008 Sellinas Family Residence SyariahKaliurang,",Kaliurang,Free Wifi,9.2,Istimewa,2,176824.0,5,131027.0,104,1,2021-08-12,Jogja
The Amartya,Sleman,Free Wifi,8.8,Luar Biasa,6,1460312.0,5,860124.0,688,1,2021-08-12,Jogja
"Khas Malioboro (formerly Pesonna Hotel Malioboro)Gondomanan,",Gondomanan,Free Wifi,9.1,Istimewa,75,868421.0,5,825000.0,660,1,2021-08-12,Jogja
"Akur Hotel Malioboro RedPartnerDanurejan,",Danurejan,Free Wifi,7.0,Baik,21,330231.0,5,276074.0,220,1,2021-08-12,Jogja
"RedDoorz Syariah near Taman Pelangi MonjaliSleman,",Sleman,Free Wifi,9.3,Istimewa,20,265735.0,5,138847.0,111,1,2021-08-12,Jogja
"RedDoorz Plus near Lempuyangan Station 4Gondokusuman,",Gondokusuman,Free Wifi,9.3,Istimewa,3,292415.0,5,152787.0,122,1,2021-08-12,Jogja
"OYO 550 Kebon Krapyak CottageSleman,",Sleman,Free Wifi,8.7,Luar Biasa,6,161587.0,5,119736.0,95,1,2021-08-12,Jogja
"Cavinton Hotel Yogyakarta by Tritama HospitalityNgampilan,",Ngampilan,Free Wifi,8.7,Luar Biasa,46,653594.0,5,372549.0,298,1,2021-08-12,Jogja
"OYO 1309 Hotel ShafiraGedongtengen,",Gedongtengen,Free Wifi,8.2,Luar Biasa,22,239973.0,5,227975.0,182,1,2021-08-12,Jogja
"Beta House at Apartemen Malioboro CitySleman,",Sleman,No,8.4,Luar Biasa,0,273684.0,5,260000.0,208,1,2021-08-12,Jogja
"RedDoorz @ Plemburan Jakal 2Sleman,",Sleman,Free Wifi,9.6,Istimewa,3,186789.0,5,156156.0,124,1,2021-08-12,Jogja
"Pose In Hotel YogyakartaMantrijeron,",Mantrijeron,Free Wifi,7.2,Sangat Baik,130,631578.0,5,390000.0,312,1,2021-08-12,Jogja
"Sans Hotel Nagari MalioboroNgampilan,",Ngampilan,Free Wifi,8.4,Luar Biasa,0,421263.0,5,360180.0,288,1,2021-08-12,Jogja
"KoolKost Male Syariah near Pascasarjana UGMCaturtunggal,",Caturtunggal,Free Wifi,10.0,Istimewa,3,284921.0,5,148871.0,119,1,2021-08-12,Jogja
"Uniq HotelTegalrejo,",Tegalrejo,Free Wifi,8.6,Luar Biasa,69,692307.0,35,292500.0,234,1,2021-08-12,Jogja
"LPP Garden HotelSleman,",Sleman,Free Wifi,8.4,Luar Biasa,38,307045.0,5,291693.0,233,1,2021-08-12,Jogja
"RedDoorz Plus @ Rumah KandjaniSleman,",Sleman,Free Wifi,9.6,Istimewa,20,243157.0,5,203280.0,162,1,2021-08-12,Jogja
"D'Paragon Seturan 4Sleman,",Sleman,No,9.6,Istimewa,1,194736.0,5,185000.0,148,1,2021-08-12,Jogja
"Grand Serela Yogyakarta by KAGUM HotelsSleman,",Sleman,Free Wifi,8.7,Luar Biasa,71,715789.0,5,680000.0,544,1,2021-08-12,Jogja
"RedDoorz near Sleman City Hall 2Sleman,",Sleman,Free Wifi,8.8,Luar Biasa,1,259473.0,5,135575.0,108,1,2021-08-12,Jogja
"D'Kaliurang Resort & ConventionSleman,",Sleman,Free Wifi,8.7,Luar Biasa,6,950000.0,32,650000.0,520,1,2021-08-12,Jogja
Alam,Sleman,Free Wifi,7.8,Sangat Baik,25,311211.0,5,162608.0,130,1,2021-08-12,Jogja
"Bobobox Pods MalioboroGedongtengen,",Gedongtengen,Free Wifi,10.0,Istimewa,2,274631.0,5,260900.0,208,1,2021-08-12,Jogja
"RedDoorz @ Mantrijeron 2Mantrijeron,",Mantrijeron,Free Wifi,8.6,Luar Biasa,19,320201.0,5,167305.0,133,1,2021-08-12,Jogja
"RedDoorz near Sindu Kusuma Edupark 3Sleman,",Sleman,Free Wifi,10.0,Istimewa,1,237368.0,5,191675.0,153,1,2021-08-12,Jogja
"RedDoorz near Hartono Mall 3Sleman,",Sleman,Free Wifi,8.7,Luar Biasa,8,280000.0,5,146300.0,117,1,2021-08-12,Jogja
"Cordia Hotel YogyakartaKulon Progo,",Kulon Progo,Free Wifi,6.3,Luar Biasa,6,458526.0,5,435600.0,348,1,2021-08-12,Jogja
RedDoorz near,Sleman,Free Wifi,6.7,Baik,9,239473.0,5,125125.0,100,1,2021-08-12,Jogja
"Prime Cailendra Hotel RedPartnerMergangsan,",Mergangsan,Free Wifi,7.3,Sangat Baik,15,300000.0,5,156750.0,125,1,2021-08-12,Jogja
"Kangen Boutique HotelSleman,",Sleman,Free Wifi,7.7,Sangat Baik,253,312789.0,5,297150.0,237,1,2021-08-12,Jogja
"Airlangga Hotel & RestaurantMergangsan,",Mergangsan,Free Wifi,8.2,Luar Biasa,120,264315.0,5,200880.0,160,1,2021-08-12,Jogja
"RedDoorz Syariah @ LempuyanganLempuyangan,",Lempuyangan,Free Wifi,7.0,Baik,2,222778.0,5,116402.0,93,1,2021-08-12,Jogja
"OYO 3787 Hotel PoncowinatanJetis,",Jetis,Free Wifi,7.9,Sangat Baik,96,222632.0,5,164971.0,131,1,2021-08-12,Jogja
"RedDoorz near AMIKOM YogyakartaSleman,",Sleman,Free Wifi,9.6,Istimewa,10,437684.0,5,228690.0,182,1,2021-08-12,Jogja
"RedDoorz Plus near Stadion Mandala KridaUmbulharjo,",Umbulharjo,Free Wifi,8.8,Luar Biasa,77,296049.0,5,154686.0,123,1,2021-08-12,Jogja
"RedDoorz near Malioboro Mall 2Danurejan,",Danurejan,Free Wifi,9.0,Luar Biasa,9,313694.0,5,262249.0,209,1,2021-08-12,Jogja
"Ngampilan ResidenceGedongtengen,",Gedongtengen,Free Wifi,9.4,Istimewa,2,994736.0,5,945000.0,756,1,2021-08-12,Jogja
"RedDoorz Syariah @ Babadan Baru JakalSleman,",Sleman,Free Wifi,8.6,Luar Biasa,7,221684.0,5,115830.0,92,1,2021-08-12,Jogja
"Nirvana Inn Jembatan MerahSleman,",Sleman,Free Wifi,7.7,Sangat Baik,20,180000.0,5,171000.0,136,1,2021-08-12,Jogja
"RedDoorz near Pojok Beteng YogyakartaMergangsan,",Mergangsan,Free Wifi,9.5,Istimewa,12,273410.0,5,142857.0,114,1,2021-08-12,Jogja
"Griya Mataram Kotagede RedPartnerBantul,",Bantul,Free Wifi,10.0,Istimewa,2,230484.0,5,120428.0,96,1,2021-08-12,Jogja
"OYO 3726 Tembok Batu ResidenceSleman,",Sleman,Free Wifi,8.4,Luar Biasa,23,258202.0,5,191328.0,153,1,2021-08-12,Jogja
"OYO 2268 Tim-tim HomestayMlati,",Mlati,Free Wifi,8.2,Luar Biasa,2,106909.0,5,79220.0,63,1,2021-08-12,Jogja
"Cempaka HotelMergangsan,",Mergangsan,Free Wifi,8.8,Luar Biasa,1,214175.0,5,100716.0,80,1,2021-08-12,Jogja
"RedDoorz Plus @ Jalan Damai 2Sleman,",Sleman,Free Wifi,8.7,Luar Biasa,5,236842.0,5,202500.0,162,1,2021-08-12,Jogja
"RedDoorz near Kampus 3 UTY YogyakartaUmbulharjo,",Umbulharjo,Free Wifi,8.4,Luar Biasa,1,260000.0,5,135850.0,108,1,2021-08-12,Jogja
"D'Paragon Seturan 3Sleman,",Sleman,No,8.4,Luar Biasa,0,189473.0,5,180000.0,144,1,2021-08-12,Jogja
"Liberta MalioboroGedongtengen,",Gedongtengen,Free Wifi,9.6,Istimewa,1,509263.0,5,387040.0,309,1,2021-08-12,Jogja
"RedDoorz Plus near Alun Alun Selatan 2Mantrijeron,",Mantrijeron,Free Wifi,8.9,Luar Biasa,19,276315.0,5,144375.0,115,1,2021-08-12,Jogja
"OYO 194 Hotel Sapta Gria Near RS BethesdaGondokusuman,",Gondokusuman,Free Wifi,9.8,Istimewa,4,229372.0,5,169965.0,135,1,2021-08-12,Jogja
"D'Paragon PringwulungSleman,",Sleman,No,8.0,Sangat Baik,1,157473.0,5,149600.0,119,1,2021-08-12,Jogja
"RedDoorz Plus @ Terban ResidenceGondokusuman,",Gondokusuman,Free Wifi,9.4,Istimewa,6,320968.0,5,268330.0,214,1,2021-08-12,Jogja
"Hotel Mataram 2 MalioboroGedongtengen,",Gedongtengen,Free Wifi,7.5,Sangat Baik,50,429230.0,35,279000.0,223,1,2021-08-12,Jogja
"Hotel Bladok & Restaurant MalioboroGedongtengen,",Gedongtengen,Free Wifi,9.0,Luar Biasa,66,255000.0,22,200000.0,160,1,2021-08-12,Jogja
"OYO 586 Hotel Wijaya Near RSUD PrambananSleman,",Sleman,Free Wifi,7.9,Sangat Baik,8,165416.0,5,122574.0,98,1,2021-08-12,Jogja
"OYO 1626 Alena Residence Near RS Ludira Husada TamaGedongtengen,",Gedongtengen,Free Wifi,9.3,Istimewa,6,339588.0,5,251635.0,201,1,2021-08-12,Jogja
"Puri Sidikan Inn RedPartnerUmbulharjo,",Umbulharjo,Free Wifi,8.4,Luar Biasa,0,337414.0,5,176299.0,141,1,2021-08-12,Jogja
"RedDoorz near Jombor Bus StationSleman,",Sleman,Free Wifi,7.6,Sangat Baik,1,297990.0,5,155700.0,124,1,2021-08-12,Jogja
"OYO 611 The Edwin SyariahBantul,",Bantul,Free Wifi,9.7,Istimewa,5,235205.0,5,223445.0,178,1,2021-08-12,Jogja
"RedDoorz near XT Square 2Umbulharjo,",Umbulharjo,Free Wifi,6.6,Baik,6,240158.0,5,125483.0,100,1,2021-08-12,Jogja
"Ros In HotelBantul,",Bantul,Free Wifi,8.0,Sangat Baik,43,411284.0,5,351648.0,281,1,2021-08-12,Jogja
"RedDoorz Plus @ Demangan GejayanSleman,",Sleman,Free Wifi,9.9,Istimewa,5,223086.0,5,186500.0,149,1,2021-08-12,Jogja
"RedDoorz @ Wisma Putra Jaya KaliurangSleman,",Sleman,Free Wifi,7.1,Sangat Baik,7,378947.0,5,198000.0,158,1,2021-08-12,Jogja
"Paku Mas HotelSleman,",Sleman,Free Wifi,9.0,Luar Biasa,73,387947.0,5,368550.0,294,1,2021-08-12,Jogja
"Hotel Safara YogyakartaUmbulharjo,",Umbulharjo,Free Wifi,8.0,Sangat Baik,3,260160.0,5,148291.0,118,1,2021-08-12,Jogja
"RedDoorz near Lippo Mall YogyakartaGondokusuman,",Gondokusuman,Free Wifi,9.6,Istimewa,1,258631.0,5,135135.0,108,1,2021-08-12,Jogja
"RedDoorz @ PrawirotamanMergangsan,",Mergangsan,Free Wifi,9.0,Luar Biasa,6,776729.0,5,405841.0,324,1,2021-08-12,Jogja
Alimar Hotel,Klojen,Free Wifi,8.6,Luar Biasa,121,453846.0,35,236000.0,188,1,2021-08-12,Malang
"Regents ParkKlojen,",Klojen,Free Wifi,8.9,Luar Biasa,122,688000.0,24,319883.0,255,1,2021-08-12,Malang
"Senyum World HotelBatu,",Batu,Free Wifi,9.1,Istimewa,232,661052.0,5,628000.0,502,1,2021-08-12,Malang
Shanaya Resort,Karangploso,No,8.6,Luar Biasa,13,526315.0,5,400000.0,320,1,2021-08-12,Malang
"Kontena HotelBatu,",Batu,Free Wifi,8.9,Luar Biasa,45,552223.0,5,393459.0,314,1,2021-08-12,Malang
"Rayz UMM HotelDau,",Dau,Free Wifi,9.2,Istimewa,42,1078210.0,5,717010.0,573,1,2021-08-12,Malang
"The Batu Hotel & VillasBatu,",Batu,Free Wifi,8.5,Luar Biasa,112,819736.0,5,623000.0,498,1,2021-08-12,Malang
Everyday Smart Hotel,Lowokwaru,Free Wifi,8.1,Luar Biasa,556,590736.0,5,269376.0,215,1,2021-08-12,Malang
"Ascent Premiere Hotel and ConventionKedungkandang,",Kedungkandang,Free Wifi,8.1,Luar Biasa,198,905846.0,35,382720.0,306,1,2021-08-12,Malang
MaxOne Ascent Hotel,Klojen,Free Wifi,8.4,Luar Biasa,302,1384615.0,35,585000.0,468,1,2021-08-12,Malang
eL Hotel Grande,Karangploso,Free Wifi,8.2,Luar Biasa,110,513501.0,5,336600.0,269,1,2021-08-12,Malang
"Urbanview Hotel Omah Anin BatuBatu,",Batu,Free Wifi,9.4,Istimewa,47,358947.0,5,313720.0,250,1,2021-08-12,Malang
The Himana,Klojen,Free Wifi,8.6,Luar Biasa,144,473684.0,5,270000.0,216,1,2021-08-12,Malang
"Hotel Batu PermaiBatu,",Batu,Free Wifi,8.8,Luar Biasa,121,447368.0,5,340000.0,272,1,2021-08-12,Malang
"RedDoorz near Jawa Timur Park 2Batu,",Batu,Free Wifi,9.0,Luar Biasa,28,263422.0,5,137638.0,110,1,2021-08-12,Malang
"D'Paragon Bukit DiengSukun,",Sukun,No,9.6,Istimewa,2,180000.0,5,171000.0,136,1,2021-08-12,Malang
"eL Hotel Kartika Wijaya BatuBatu,",Batu,Free Wifi,8.3,Luar Biasa,98,1700000.0,16,800800.0,640,1,2021-08-12,Malang
"Kapal Garden Hotel by UMMDau,",Dau,Free Wifi,9.4,Istimewa,60,558461.0,35,235950.0,188,1,2021-08-12,Malang
Hotel Tidar Manage by Ascent,Dau,Free Wifi,8.3,Luar Biasa,39,523076.0,35,221000.0,176,1,2021-08-12,Malang
Front One Boutique Baluran,Klojen,Free Wifi,8.8,Luar Biasa,23,736842.0,5,308000.0,246,1,2021-08-12,Malang
Ubud Hotel & Cottages,Sukun,Free Wifi,8.8,Luar Biasa,96,454545.0,23,349500.0,279,1,2021-08-12,Malang
"Onyo Sigura-gura InnSukun,",Sukun,Free Wifi,7.9,Sangat Baik,17,80000.0,35,52000.0,41,1,2021-08-12,Malang
Hotel Santosa,Klojen,Free Wifi,7.6,Sangat Baik,84,198000.0,25,118800.0,95,1,2021-08-12,Malang
Three Eight Front One Boutique Batu,Batu,Free Wifi,9.2,Istimewa,78,350000.0,19,228000.0,182,1,2021-08-12,Malang
"Riverstone Hotel & CottageBatu,",Batu,Free Wifi,9.2,Istimewa,5,347368.0,5,247500.0,198,1,2021-08-12,Malang
Front One Budget,Lowokwaru,Free Wifi,9.1,Istimewa,11,751578.0,5,428400.0,342,1,2021-08-12,Malang
"Villa Klub Bunga 4 Bedrooms near Jatim ParkBatu,",Batu,Free Wifi,9.6,Istimewa,1,1983789.0,5,1507680.0,1206,1,2021-08-12,Malang
"Royal Orchids Garden HotelBatu,",Batu,Free Wifi,8.1,Luar Biasa,88,1194947.0,5,533544.0,426,1,2021-08-12,Malang
"Great Star Premium HomestayBlimbing,",Blimbing,Free Wifi,9.1,Istimewa,6,459058.0,35,193952.0,155,1,2021-08-12,Malang
Votel Nirmala Hotel,Kedungkandang,Free Wifi,6.2,Luar Biasa,6,378947.0,5,198000.0,158,1,2021-08-12,Malang
"Shinta Guest HouseKlojen,",Klojen,Free Wifi,8.6,Luar Biasa,82,170526.0,5,129600.0,103,1,2021-08-12,Malang
"Grand Dream Cita Mandiri SyariahBatu,",Batu,Free Wifi,9.4,Istimewa,8,401538.0,35,208800.0,167,1,2021-08-12,Malang
"Linn's Guest HouseLowokwaru,",Lowokwaru,Free Wifi,9.0,Luar Biasa,37,198289.0,35,128888.0,103,1,2021-08-12,Malang
"Giri Palma Hotel by eCommerceLokaDau,",Dau,Free Wifi,9.2,Istimewa,4,700105.0,5,266040.0,212,1,2021-08-12,Malang
"Bima Guest HouseKedungkandang,",Kedungkandang,Free Wifi,8.4,Luar Biasa,3,290000.0,5,151525.0,121,1,2021-08-12,Malang
"D'Fresh Hotel & RestoLowokwaru,",Lowokwaru,Free Wifi,7.9,Sangat Baik,56,500000.0,14,258000.0,206,1,2021-08-12,Malang
"Comfy Homestay SyariahDau,",Dau,Free Wifi,9.1,Istimewa,4,83363.0,5,63356.0,50,1,2021-08-12,Malang
"De Lobby Suite HotelBatu,",Batu,Free Wifi,9.4,Istimewa,68,650000.0,35,425000.0,340,1,2021-08-12,Malang
"Homey Homestay SyariahLowokwaru,",Lowokwaru,Free Wifi,9.3,Istimewa,18,121838.0,35,67316.0,53,1,2021-08-12,Malang
"Joyo Homestay SyariahLowokwaru,",Lowokwaru,Free Wifi,9.2,Istimewa,15,98520.0,5,79555.0,63,1,2021-08-12,Malang
"OYO Flagship 90723 Berlima Guest HousePakis,",Pakis,Free Wifi,8.4,Luar Biasa,0,202387.0,5,149969.0,119,1,2021-08-12,Malang
"Villa 2 Bedrooms Near Museum Angkut No. 7Batu,",Batu,Free Wifi,8.4,Luar Biasa,0,778105.0,5,591360.0,473,1,2021-08-12,Malang
"Villa 2 Bedrooms Near Jatim Park 2 No. C5Batu,",Batu,No,7.6,Sangat Baik,2,778105.0,5,480480.0,384,1,2021-08-12,Malang
"Radz Homestay SyariahKlojen,",Klojen,Free Wifi,8.4,Luar Biasa,6,106097.0,5,85674.0,68,1,2021-08-12,Malang
"Sukun Homestay SyariahSukun,",Sukun,Free Wifi,7.5,Sangat Baik,13,109653.0,35,57020.0,45,1,2021-08-12,Malang
"Griya Joyo 1 SyariahLowokwaru,",Lowokwaru,Free Wifi,9.0,Luar Biasa,9,98520.0,5,79555.0,63,1,2021-08-12,Malang
"Darmo HomestayBatu,",Batu,Free Wifi,9.0,Luar Biasa,150,338461.0,35,132000.0,105,1,2021-08-12,Malang
"RedDoorz Syariah near Batu Night Spectacular 2Batu,",Batu,Free Wifi,8.4,Luar Biasa,0,179473.0,5,153450.0,122,1,2021-08-12,Malang
"Khalila Homestay SyariahBatu,",Batu,Free Wifi,9.8,Istimewa,5,113676.0,5,86394.0,69,1,2021-08-12,Malang
Hotel Tosari,Klojen,Free Wifi,7.1,Sangat Baik,100,170500.0,27,99000.0,79,1,2021-08-12,Malang
"Maharaja Homestay SyariahLowokwaru,",Lowokwaru,Free Wifi,9.4,Istimewa,11,121838.0,35,63356.0,50,1,2021-08-12,Malang
"Griya Joyo 2 SyariahLowokwaru,",Lowokwaru,Free Wifi,9.8,Istimewa,12,121254.0,5,97913.0,78,1,2021-08-12,Malang
"OYO 90151 Guest House 180Batu,",Batu,Free Wifi,8.4,Luar Biasa,0,249237.0,5,184685.0,147,1,2021-08-12,Malang
"OYO 90217 Cmb 37 Guest HouseMojolangu,",Mojolangu,Free Wifi,8.4,Luar Biasa,0,314826.0,5,233286.0,186,1,2021-08-12,Malang
Villa Kebon Jeruk,Dau,Free Wifi,8.4,Luar Biasa,0,1176631.0,5,447120.0,357,1,2021-08-12,Malang
"Villa Mutiara PandermanBatu,",Batu,No,8.4,Luar Biasa,0,1353846.0,35,572000.0,457,1,2021-08-12,Malang
Hotel Tugu,Klojen,Free Wifi,9.8,Istimewa,6,3320777.0,5,1261895.0,1009,1,2021-08-12,Malang
RedDoorz near Taman Krida Budaya,Lowokwaru,Free Wifi,9.4,Istimewa,21,243421.0,5,208125.0,166,1,2021-08-12,Malang
"Villa 2 Bedrooms Near Museum Angkut No. 5Batu,",Batu,Free Wifi,8.4,Luar Biasa,0,795789.0,5,604800.0,483,1,2021-08-12,Malang
"Villa 2 Bedrooms Near Museum Angkut No. 10Batu,",Batu,Free Wifi,8.4,Luar Biasa,0,795789.0,5,491400.0,393,1,2021-08-12,Malang
Dewarna Hotel Zainul Arifin,Klojen,Free Wifi,7.6,Sangat Baik,24,224736.0,5,213500.0,170,1,2021-08-12,Malang
"RedDoorz Plus @ TlogomasLowokwaru,",Lowokwaru,Free Wifi,7.3,Sangat Baik,7,218947.0,5,176800.0,141,1,2021-08-12,Malang
"D'Paragon SonggolangitLowokwaru,",Lowokwaru,No,8.4,Luar Biasa,3,172421.0,5,163800.0,131,1,2021-08-12,Malang
RedDoorz Syariah near Universitas Negeri,Lowokwaru,Free Wifi,9.1,Istimewa,15,236842.0,5,209250.0,167,1,2021-08-12,Malang
RedDoorz Syariah near RRI,Lowokwaru,Free Wifi,9.9,Istimewa,7,297001.0,5,155183.0,124,1,2021-08-12,Malang
RedDoorz Plus near,Klojen,Free Wifi,8.6,Luar Biasa,13,184210.0,5,157500.0,126,1,2021-08-12,Malang
"RedDoorz near Jawa Timur Park 3Batu,",Batu,Free Wifi,9.3,Istimewa,12,251263.0,5,131285.0,105,1,2021-08-12,Malang
"RedDoorz Syariah @ Soekarno Hatta Indah 2Lowokwaru,",Lowokwaru,Free Wifi,8.1,Luar Biasa,3,197073.0,5,174115.0,139,1,2021-08-12,Malang
"RedDoorz Plus @ Panorama Villa BatuBatu,",Batu,Free Wifi,8.1,Luar Biasa,12,262895.0,5,137363.0,109,1,2021-08-12,Malang
"Adisa Homestay RedPartnerKlojen,",Klojen,Free Wifi,8.4,Luar Biasa,0,299684.0,5,156585.0,125,1,2021-08-12,Malang
"Damar Boutique HotelLowokwaru,",Lowokwaru,Free Wifi,9.3,Istimewa,8,400000.0,31,275000.0,220,1,2021-08-12,Malang
RedDoorz Premium @ Jalan Cengkeh,Lowokwaru,Free Wifi,8.3,Luar Biasa,5,333469.0,5,294620.0,235,1,2021-08-12,Malang
RedDoorz Plus @ Riverside,Blimbing,Free Wifi,9.6,Istimewa,7,528868.0,5,276334.0,221,1,2021-08-12,Malang
"Tanto's House RedPartnerKedungkandang,",Kedungkandang,Free Wifi,8.8,Luar Biasa,3,266315.0,5,235290.0,188,1,2021-08-12,Malang
"OYO 3350 Cozy ResidenceLowokwaru,",Lowokwaru,Free Wifi,7.6,Sangat Baik,2,161723.0,5,119837.0,95,1,2021-08-12,Malang
"RedDoorz Plus near Brawijaya MuseumKlojen,",Klojen,Free Wifi,10.0,Istimewa,1,273684.0,5,241800.0,193,1,2021-08-12,Malang
"RedDoorz @ Jalan KedawungLowokwaru,",Lowokwaru,Free Wifi,6.8,Baik,1,251447.0,5,131381.0,105,1,2021-08-12,Malang
"RedDoorz near Dino ParkBatu,",Batu,Free Wifi,7.5,Sangat Baik,5,149863.0,5,132404.0,105,1,2021-08-12,Malang
Swiss-Belinn,Klojen,Free Wifi,8.8,Luar Biasa,338,700000.0,32,474050.0,379,1,2021-08-12,Malang
"RedDoorz near Taman Rekreasi SelectaBatu,",Batu,Free Wifi,7.4,Sangat Baik,36,233525.0,5,122017.0,97,1,2021-08-12,Malang
"OYO 1108 Smart TlogomasLowokwaru,",Lowokwaru,Free Wifi,9.6,Istimewa,1,258606.0,5,191627.0,153,1,2021-08-12,Malang
"RedDoorz near Museum Angkut Batu 2Batu,",Batu,Free Wifi,9.2,Istimewa,12,206053.0,5,107663.0,86,1,2021-08-12,Malang
"Briggs Inn BatuBatu,",Batu,Free Wifi,9.2,Istimewa,4,369473.0,5,351000.0,280,1,2021-08-12,Malang
"Omahku Guest House RedPartnerBatu,",Batu,Free Wifi,8.0,Sangat Baik,1,320968.0,5,167706.0,134,1,2021-08-12,Malang
"Wisma Wisata WiratamaBatu,",Batu,Free Wifi,9.4,Istimewa,3,335263.0,5,318500.0,254,1,2021-08-12,Malang
"RedDoorz @ Bukit Dieng 2Sukun,",Sukun,Free Wifi,7.8,Sangat Baik,2,160926.0,5,137592.0,110,1,2021-08-12,Malang
"RedDoorz Syariah near Balai Kota BatuBatu,",Batu,Free Wifi,9.0,Luar Biasa,2,150526.0,5,132990.0,106,1,2021-08-12,Malang
favehotel,Lowokwaru,Free Wifi,9.4,Istimewa,63,498461.0,35,324000.0,259,1,2021-08-12,Malang
"OYO 696 Hasanah Guest House Syariah De SaphireLowokwaru,",Lowokwaru,Free Wifi,9.0,Luar Biasa,2,283209.0,5,209858.0,167,1,2021-08-12,Malang
"RedDoorz near Kampung Warna WarniKlojen,",Klojen,Free Wifi,8.8,Luar Biasa,9,175848.0,5,155362.0,124,1,2021-08-12,Malang
"RedDoorz near Araya Family Club HousePakis,",Pakis,Free Wifi,6.4,Luar Biasa,6,284657.0,5,148734.0,118,1,2021-08-12,Malang
"RedDoorz @ Jalan Danau LimbotoKedungkandang,",Kedungkandang,Free Wifi,10.0,Istimewa,1,262895.0,5,137363.0,109,1,2021-08-12,Malang
RedDoorz near Universitas Widyagama,Lowokwaru,Free Wifi,8.4,Luar Biasa,0,205789.0,5,181815.0,145,1,2021-08-12,Malang
"RedDoorz Syariah near Batu Night SpectacularBatu,",Batu,Free Wifi,9.4,Istimewa,10,220000.0,5,194370.0,155,1,2021-08-12,Malang
"RedDoorz near Brawijaya UniversityKlojen,",Klojen,No,9.5,Istimewa,10,291316.0,5,152213.0,121,1,2021-08-12,Malang
"Sweet Garden Boutique Guest HouseKlojen,",Klojen,Free Wifi,9.6,Istimewa,1,415384.0,35,270000.0,216,1,2021-08-12,Malang
"OYO 2771 D'soettaLowokwaru,",Lowokwaru,Free Wifi,10.0,Istimewa,1,189937.0,5,140744.0,112,1,2021-08-12,Malang
"Pertiwi Guest House RedPartnerBatu,",Batu,Free Wifi,8.8,Luar Biasa,2,583356.0,5,304804.0,243,1,2021-08-12,Malang
RedDoorz Syariah @ Klojen,Klojen,Free Wifi,7.4,Sangat Baik,2,212922.0,5,111252.0,89,1,2021-08-12,Malang
"Nine Suites Syariah RedPartnerLowokwaru,",Lowokwaru,Free Wifi,8.4,Luar Biasa,0,210736.0,5,180180.0,144,1,2021-08-12,Malang
"OYO 1454 111 ResidenceBatu,",Batu,Free Wifi,9.2,Istimewa,1,239671.0,5,177597.0,142,1,2021-08-12,Malang
"RedDoorz near Alun Alun BatuBatu,",Batu,Free Wifi,6.9,Baik,6,226304.0,5,118244.0,94,1,2021-08-12,Malang
"OYO 1293 Dei Residence ArjosariBlimbing,",Blimbing,Free Wifi,6.0,Luar Biasa,6,204477.0,5,151518.0,121,1,2021-08-12,Malang
"Hotel Batu WonderlandBatu,",Batu,No,9.1,Istimewa,32,532000.0,25,399000.0,79,1,2021-08-12,Malang
"RedDoorz near Eco Green Park BatuBatu,",Batu,Free Wifi,4.4,Luar Biasa,4,197052.0,5,102960.0,82,1,2021-08-12,Malang
"RedDoorz near Batik Tulis Celaket 2Klojen,",Klojen,Free Wifi,8.4,Luar Biasa,5,233525.0,5,122017.0,97,1,2021-08-12,Malang
"Omah Londo Hotel & Luxury ResortBatu,",Batu,Free Wifi,7.6,Sangat Baik,2,473684.0,5,450000.0,360,1,2021-08-12,Malang
"Dshario Hotel KepanjenKepanjen,",Kepanjen,Free Wifi,8.4,Luar Biasa,1,260000.0,5,247000.0,197,1,2021-08-12,Malang
"SPOT ON 1711 Serayu Sumbersari ResidenceLowokwaru,",Lowokwaru,Free Wifi,8.4,Luar Biasa,0,102601.0,5,76027.0,60,1,2021-08-12,Malang
RedDoorz Hostel near,Klojen,Free Wifi,9.0,Luar Biasa,3,548307.0,35,196020.0,156,1,2021-08-12,Malang
"Griya Gribig Guest House RedPartnerKedungkandang,",Kedungkandang,Free Wifi,8.4,Luar Biasa,0,251789.0,5,222456.0,177,1,2021-08-12,Malang
"OYO 1665 Aurila Homestay SyariahMerjosari,",Merjosari,Free Wifi,8.0,Sangat Baik,1,191828.0,5,142145.0,113,1,2021-08-12,Malang
