name_hotel,location_hotel,Free_Wifi_hotel,rating_hotel_num,rating_hotel_text,rating_hotel_qty,normal_price_hotel,discount_hotel,discount_price_hotel,reward_point_hotel,room,date,city
DBest Hotel Pasar Baru,Astana Anyar,Free Wifi,8.6,Luar Biasa,95,622769.0,35,242880.0,194,1,2021-08-12,Bandung
Kimaya Braga,Sumurbandung,Free Wifi,8.4,Luar Biasa,1,789473.0,5,637500.0,510,1,2021-08-12,Bandung
"Hotel Nyland PasteurCicendo,",Cicendo,Free Wifi,8.2,Luar Biasa,137,575822.0,5,355570.0,284,1,2021-08-12,Bandung
"Namin Dago HotelCoblong,",Coblong,Free Wifi,8.3,Luar Biasa,41,684210.0,5,422500.0,338,1,2021-08-12,Bandung
"Apartment Tamansari Panoramic By NarelArcamanik,",Arcamanik,Free Wifi,7.9,Sangat Baik,34,192307.0,35,125000.0,100,1,2021-08-12,Bandung
"Grand Viveana HotelCicendo,",Cicendo,Free Wifi,8.9,Luar Biasa,97,1368421.0,5,416000.0,332,1,2021-08-12,Bandung
"Kedaton HotelSumurbandung,",Sumurbandung,Free Wifi,8.8,Luar Biasa,105,691727.0,5,459999.0,367,1,2021-08-12,Bandung
"The Suites Metro Apartment By YudisBuahbatu,",Buahbatu,No,8.5,Luar Biasa,280,370769.0,35,132550.0,106,1,2021-08-12,Bandung
"The Papandayan HotelLengkong,",Lengkong,Free Wifi,9.7,Istimewa,41,1604842.0,5,1372140.0,1097,1,2021-08-12,Bandung
Mitra Hotel,Cibeunying Kaler,Free Wifi,8.6,Luar Biasa,166,682895.0,35,443882.0,355,1,2021-08-12,Bandung
eL Hotel Royale,Sumurbandung,Free Wifi,9.1,Istimewa,1082,3000000.0,19,2420500.0,1936,1,2021-08-12,Bandung
"The Suites Metro Apartment By FarisBuahbatu,",Buahbatu,Free Wifi,7.8,Sangat Baik,30,246153.0,35,160000.0,128,1,2021-08-12,Bandung
"Grand Setiabudi HotelSetiabudi,",Setiabudi,Free Wifi,9.0,Luar Biasa,254,850000.0,18,490560.0,392,1,2021-08-12,Bandung
De Batara Hotel,Bandung Wetan,Free Wifi,8.5,Luar Biasa,115,600000.0,33,260000.0,208,1,2021-08-12,Bandung
"Smart Room Near Pasteur by Asoka InnSukasari,",Sukasari,Free Wifi,8.8,Luar Biasa,58,321366.0,35,125333.0,100,1,2021-08-12,Bandung
Grand Dafam Braga,Sumurbandung,Free Wifi,9.0,Luar Biasa,2,1205263.0,5,973250.0,778,1,2021-08-12,Bandung
Travelers Inn,Bandung Wetan,Free Wifi,8.6,Luar Biasa,25,508828.0,5,290032.0,232,1,2021-08-12,Bandung
"Grand Amellia HotelSukasari,",Sukasari,Free Wifi,8.0,Sangat Baik,105,150000.0,27,110000.0,88,1,2021-08-12,Bandung
"Dago's Hill HotelCoblong,",Coblong,Free Wifi,8.7,Luar Biasa,22,300000.0,27,165375.0,132,1,2021-08-12,Bandung
"Hotel VictoryCicendo,",Cicendo,Free Wifi,8.4,Luar Biasa,31,426315.0,5,263250.0,210,1,2021-08-12,Bandung
Wood Hotel,Cidadap,Free Wifi,6.9,Baik,19,1526636.0,5,275558.0,220,1,2021-08-12,Bandung
"Asoka InnSukasari,",Sukasari,Free Wifi,8.3,Luar Biasa,26,362392.0,35,141333.0,113,1,2021-08-12,Bandung
Grand Cordela Hotel,Cinambo,Free Wifi,8.8,Luar Biasa,473,507692.0,35,330000.0,264,1,2021-08-12,Bandung
"Gateway Pasteur Apartment by SMCicendo,",Cicendo,Free Wifi,9.2,Istimewa,2,514458.0,35,200639.0,160,1,2021-08-12,Bandung
"Edy PropertyBuahbatu,",Buahbatu,Free Wifi,8.4,Luar Biasa,0,263684.0,5,157815.0,126,1,2021-08-12,Bandung
"Collection O 22 Hotel Pasar Baru HeritageAndir,",Andir,Free Wifi,7.9,Sangat Baik,12,289857.0,5,214785.0,171,1,2021-08-12,Bandung
"Smart Room at Gateway Pasteur ApartmentCicendo,",Cicendo,No,7.6,Sangat Baik,10,526495.0,35,205333.0,164,1,2021-08-12,Bandung
"OYO 295 Grha Ciumbuleuit Guest HouseCidadap,",Cidadap,Free Wifi,8.9,Luar Biasa,46,255306.0,5,189182.0,151,1,2021-08-12,Bandung
Collection O 17 Hotel Btc,Sukajadi,Free Wifi,8.6,Luar Biasa,24,263411.0,5,250241.0,200,1,2021-08-12,Bandung
"RedDoorz Plus @ Karapitan StreetLengkong,",Lengkong,Free Wifi,9.3,Istimewa,8,322294.0,5,290871.0,232,1,2021-08-12,Bandung
Panen Hotel,Bandung Wetan,Free Wifi,8.4,Luar Biasa,0,282105.0,5,268000.0,214,1,2021-08-12,Bandung
"OYO 90266 Jarrdin Apartement By BedpackerCoblong,",Coblong,Free Wifi,8.4,Luar Biasa,0,229453.0,5,170025.0,136,1,2021-08-12,Bandung
Platinum 1012 Studio Tera Apartemen,Sumurbandung,Free Wifi,8.4,Luar Biasa,0,765789.0,5,509250.0,407,1,2021-08-12,Bandung
"OYO 90205 Queen Rent Apartment Gateway PasteurCicendo,",Cicendo,Free Wifi,8.4,Luar Biasa,0,335247.0,5,248418.0,198,1,2021-08-12,Bandung
Daily Inn Hotel,Regol,Free Wifi,8.6,Luar Biasa,5,247473.0,5,235100.0,188,1,2021-08-12,Bandung
"RedDoorz @ Pelajar Pejuang 3Lengkong,",Lengkong,Free Wifi,8.4,Luar Biasa,19,295017.0,5,154147.0,123,1,2021-08-12,Bandung
"Atlantic City HotelCicendo,",Cicendo,Free Wifi,8.5,Luar Biasa,183,500000.0,30,343000.0,274,1,2021-08-12,Bandung
"RedDoorz Premium @ Hotel HebatBabakan Ciparay,",Babakan Ciparay,Free Wifi,9.6,Istimewa,11,269473.0,5,243200.0,194,1,2021-08-12,Bandung
"The Suites Metro Apartment By King PropertyBuahbatu,",Buahbatu,Free Wifi,8.0,Sangat Baik,17,184210.0,5,175000.0,140,1,2021-08-12,Bandung
"RedDoorz Plus @ Dago Pojok 3Coblong,",Coblong,Free Wifi,8.3,Luar Biasa,15,250000.0,5,225625.0,180,1,2021-08-12,Bandung
"Mine Home by SoviaCicendo,",Cicendo,Free Wifi,8.4,Luar Biasa,67,836000.0,31,347424.0,277,1,2021-08-12,Bandung
"Meize City CenterSumurbandung,",Sumurbandung,Free Wifi,8.4,Luar Biasa,476,398461.0,35,259000.0,207,1,2021-08-12,Bandung
Sari Ater Kamboti Hotel,Sukajadi,Free Wifi,8.6,Luar Biasa,354,631578.0,5,600000.0,480,1,2021-08-12,Bandung
"The Suites Metro Apartement by Naufal Faris PropertyBuahbatu,",Buahbatu,Free Wifi,5.2,Luar Biasa,5,242307.0,35,157500.0,126,1,2021-08-12,Bandung
"Capital O 991 D'batoe Boutique HotelCicendo,",Cicendo,Free Wifi,4.6,Luar Biasa,4,442677.0,5,328024.0,262,1,2021-08-12,Bandung
FOX Lite Hotel Metro Indah -,Soekarno Hatta Bypass,Free Wifi,8.6,Luar Biasa,336,445017.0,35,291000.0,232,1,2021-08-12,Bandung
"Kampioen Bed & BreakfastCicendo,",Cicendo,Free Wifi,8.9,Luar Biasa,14,514512.0,5,332375.0,265,1,2021-08-12,Bandung
"RedDoorz @ Buah BatuBuahbatu,",Buahbatu,Free Wifi,8.8,Luar Biasa,33,245207.0,5,128121.0,102,1,2021-08-12,Bandung
Sans Hotel Andalucia Pasteur,Cicendo,Free Wifi,7.4,Sangat Baik,2,495001.0,5,258638.0,206,1,2021-08-12,Bandung
"RedDoorz Apartment @ Tamansari Panoramic Soekarno Hatta 3Arcamanik,",Arcamanik,Free Wifi,6.6,Baik,4,226580.0,5,204488.0,163,1,2021-08-12,Bandung
"RedDoorz near Trans Studio Mall 2Lengkong,",Lengkong,Free Wifi,9.4,Istimewa,47,228306.0,5,206046.0,164,1,2021-08-12,Bandung
"RedDoorz @ Arwiga HotelSukajadi,",Sukajadi,Free Wifi,7.6,Sangat Baik,35,244736.0,5,127875.0,102,1,2021-08-12,Bandung
"Collection O 25 Hotel BaltikaLengkong,",Lengkong,Free Wifi,8.6,Luar Biasa,2,240185.0,5,177977.0,142,1,2021-08-12,Bandung
"Apartement Gateway Pasteur by TN HospitalityCicendo,",Cicendo,Free Wifi,9.2,Istimewa,10,331578.0,5,315000.0,252,1,2021-08-12,Bandung
"OYO 1699 Verona ResidenceCiumbuleuit,",Ciumbuleuit,Free Wifi,8.4,Luar Biasa,46,183712.0,5,136131.0,108,1,2021-08-12,Bandung
"RedDoorz @ KiaracondongBatununggal,",Batununggal,Free Wifi,7.7,Sangat Baik,10,175526.0,5,166750.0,133,1,2021-08-12,Bandung
RedDoorz Premium near,Andir,Free Wifi,8.4,Luar Biasa,6,313796.0,5,283202.0,226,1,2021-08-12,Bandung
"RedDoorz Apartment @ Jarrdin CihampelasCoblong,",Coblong,Free Wifi,8.3,Luar Biasa,32,273552.0,5,259875.0,207,1,2021-08-12,Bandung
Tab Hotel,Astana Anyar,Free Wifi,9.6,Istimewa,8,384615.0,35,250000.0,200,1,2021-08-12,Bandung
"Are You and I Bed and BreakfastCimenyan,",Cimenyan,Free Wifi,8.7,Luar Biasa,18,407526.0,5,348435.0,278,1,2021-08-12,Bandung
"Residences by RedDoorz near Rumah ModeCoblong,",Coblong,Free Wifi,8.3,Luar Biasa,47,204252.0,5,184338.0,147,1,2021-08-12,Bandung
"RedDoorz near Setrasari Mall 2Sukajadi,",Sukajadi,Free Wifi,9.3,Istimewa,6,275500.0,5,143949.0,115,1,2021-08-12,Bandung
"Ardan HotelSukajadi,",Sukajadi,Free Wifi,8.6,Luar Biasa,160,472736.0,5,381735.0,305,1,2021-08-12,Bandung
RedDoorz Plus @ Point Phila Cihampelas,Bandung Wetan,Free Wifi,8.8,Luar Biasa,20,301244.0,5,286182.0,228,1,2021-08-12,Bandung
PRIME PARK Hotel,Cibeunying Kaler,Free Wifi,8.7,Luar Biasa,273,576052.0,5,547250.0,437,1,2021-08-12,Bandung
"Bobobox Pods Alun AlunRegol,",Regol,Free Wifi,9.3,Istimewa,7,218863.0,5,176732.0,141,1,2021-08-12,Bandung
"Zoe Guest HouseSukajadi,",Sukajadi,Free Wifi,9.0,Luar Biasa,2,244547.0,5,232320.0,185,1,2021-08-12,Bandung
"Alqueby HotelKiaracondong,",Kiaracondong,Free Wifi,8.5,Luar Biasa,7,1326252.0,5,692967.0,554,1,2021-08-12,Bandung
RedDoorz Apartment @ Emerald Towers,Buahbatu,Free Wifi,8.0,Sangat Baik,7,279815.0,5,146204.0,116,1,2021-08-12,Bandung
"KoolKost near Setrasari Mall 2Sukajadi,",Sukajadi,Free Wifi,8.1,Luar Biasa,19,186512.0,5,168328.0,134,1,2021-08-12,Bandung
RedDoorz @ Gatot Subroto Street,Batununggal,Free Wifi,8.6,Luar Biasa,4,245368.0,5,128205.0,102,1,2021-08-12,Bandung
"Kiara Cozy HotelKiaracondong,",Kiaracondong,Free Wifi,10.0,Istimewa,1,180000.0,17,127500.0,102,1,2021-08-12,Bandung
"RedDoorz @ SurapatiCibeunying Kaler,",Cibeunying Kaler,Free Wifi,8.0,Sangat Baik,12,215001.0,5,194038.0,155,1,2021-08-12,Bandung
"RedDoorz @ Hotel Arimbi Baru Dewi SartikaRegol,",Regol,Free Wifi,7.8,Sangat Baik,19,361236.0,5,188746.0,150,1,2021-08-12,Bandung
"RedDoorz Apartment @ Gateway Pasteur 2Cicendo,",Cicendo,Free Wifi,8.2,Luar Biasa,15,319737.0,5,288563.0,230,1,2021-08-12,Bandung
"RedDoorz Apartment @ Grand Asia AfrikaLengkong,",Lengkong,Free Wifi,8.2,Luar Biasa,4,392369.0,5,354113.0,283,1,2021-08-12,Bandung
"Hotel Yehezkiel Surapati RedPartnerCibeunying Kaler,",Cibeunying Kaler,Free Wifi,9.0,Luar Biasa,5,632294.0,5,558632.0,446,1,2021-08-12,Bandung
"El Cavana HotelAndir,",Andir,Free Wifi,8.5,Luar Biasa,187,600000.0,13,519488.0,415,1,2021-08-12,Bandung
"Grand Pacific HotelCicendo,",Cicendo,Free Wifi,8.4,Luar Biasa,244,672307.0,35,437000.0,349,1,2021-08-12,Bandung
"West Point HotelAndir,",Andir,Free Wifi,8.9,Luar Biasa,147,580000.0,23,449460.0,359,1,2021-08-12,Bandung
"OYO 2085 Chrysanta Near RSUP Hasan SadikinCicendo,",Cicendo,Free Wifi,4.8,Luar Biasa,4,139075.0,5,103055.0,82,1,2021-08-12,Bandung
"The Victoria Luxurious Guest HouseSukasari,",Sukasari,Free Wifi,8.2,Luar Biasa,293,346153.0,35,225000.0,180,1,2021-08-12,Bandung
"Saloka GuesthouseCimahi,",Cimahi,Free Wifi,8.7,Luar Biasa,7,370688.0,5,200728.0,160,1,2021-08-12,Bandung
"RedDoorz near Trans Studio Mall 3Lengkong,",Lengkong,Free Wifi,6.4,Luar Biasa,6,201789.0,5,178281.0,142,1,2021-08-12,Bandung
The Ibizzza Idea's Hotel,Batununggal,Free Wifi,8.4,Luar Biasa,0,315789.0,5,300000.0,240,1,2021-08-12,Bandung
Hotel Andelir,Sukajadi,Free Wifi,9.6,Istimewa,3,263157.0,5,250000.0,200,1,2021-08-12,Bandung
Hotel Kumala,Lengkong,Free Wifi,10.0,Istimewa,2,423076.0,35,275000.0,220,1,2021-08-12,Bandung
"RedDoorz Apartment @ The Suites Metro Soekarno HattaBuahbatu,",Buahbatu,Free Wifi,7.7,Sangat Baik,17,250178.0,5,221033.0,176,1,2021-08-12,Bandung
Hotel Cihampelas,Coblong,Free Wifi,3.2,Luar Biasa,3,354694.0,5,185328.0,148,1,2021-08-12,Bandung
"RedDoorz near Taman Makam Pahlawan CikutraCibeunying Kaler,",Cibeunying Kaler,Free Wifi,9.0,Luar Biasa,12,798366.0,5,682603.0,546,1,2021-08-12,Bandung
KoolKost near,Cicendo,Free Wifi,8.4,Luar Biasa,0,198947.0,5,103950.0,83,1,2021-08-12,Bandung
Collection O 10 Sweet Karina,Sukajadi,Free Wifi,8.4,Luar Biasa,16,291438.0,5,215956.0,172,1,2021-08-12,Bandung
"RedDoorz @ Dago Asri 3Coblong,",Coblong,Free Wifi,8.0,Sangat Baik,17,545352.0,5,284947.0,227,1,2021-08-12,Bandung
"New Moonlight HotelAstana Anyar,",Astana Anyar,Free Wifi,8.9,Luar Biasa,36,178710.0,5,169775.0,135,1,2021-08-12,Bandung
The Summit Siliwangi Hotel,Bandung Wetan,Free Wifi,8.7,Luar Biasa,99,263157.0,5,250000.0,200,1,2021-08-12,Bandung
"Tokyo CuboCicendo,",Cicendo,Free Wifi,9.5,Istimewa,9,146357.0,5,132088.0,105,1,2021-08-12,Bandung
RedDoorz near Riau Junction Mall 2,Bandung Wetan,Free Wifi,6.4,Luar Biasa,6,269974.0,5,141062.0,112,1,2021-08-12,Bandung
"The Suites Metro Apartement By DestaBuahbatu,",Buahbatu,Free Wifi,9.0,Luar Biasa,2,229846.0,35,149400.0,119,1,2021-08-12,Bandung
Hotel Nalendra,Coblong,Free Wifi,7.5,Sangat Baik,107,684210.0,5,292500.0,234,1,2021-08-12,Bandung
RedDoorz near Tegalega,Regol,Free Wifi,10.0,Istimewa,5,236580.0,5,123613.0,98,1,2021-08-12,Bandung
"Bobobox Pods PaskalCicendo,",Cicendo,Free Wifi,9.5,Istimewa,39,325000.0,34,181535.0,145,1,2021-08-12,Bandung
"OYO 1444 Patradissa HotelCicendo,",Cicendo,Free Wifi,6.7,Baik,4,182315.0,5,135096.0,108,1,2021-08-12,Bandung
OYO 794 LN 9,Sukajadi,Free Wifi,9.2,Istimewa,9,198882.0,5,147372.0,117,1,2021-08-12,Bandung
Bobobox Pods Dago,Bandung Wetan,Free Wifi,9.9,Istimewa,7,325000.0,26,239000.0,191,1,2021-08-12,Bandung
RedDoorz @ Home 33,Sukajadi,Free Wifi,7.3,Sangat Baik,6,189473.0,5,171000.0,136,1,2021-08-12,Bandung
"RedDoorz near Istana Plaza 3Cicendo,",Cicendo,Free Wifi,9.8,Istimewa,2,229957.0,5,207537.0,166,1,2021-08-12,Bandung
"OYO Flagship 1511 Galaxy InnLengkong,",Lengkong,Free Wifi,8.7,Luar Biasa,4,295555.0,5,280778.0,224,1,2021-08-12,Bandung
"OYO 1360 Bumi Makhraja SyariahCibeunying Kaler,",Cibeunying Kaler,Free Wifi,9.9,Istimewa,7,233008.0,5,172659.0,138,1,2021-08-12,Bandung
"RedDoorz Plus near Sukajadi 2Sukajadi,",Sukajadi,Free Wifi,8.0,Sangat Baik,15,167292.0,5,158928.0,127,1,2021-08-12,Bandung
"OYO 3743 Gania HotelSumurbandung,",Sumurbandung,No,9.4,Istimewa,10,360647.0,5,267240.0,213,1,2021-08-12,Bandung
"RedDoorz @ Hotel Damanaka PangalenganPangalengan,",Pangalengan,Free Wifi,6.4,Luar Biasa,6,298421.0,5,155925.0,124,1,2021-08-12,Bandung
"RedDoorz near Margahayu RayaBuahbatu,",Buahbatu,Free Wifi,8.6,Luar Biasa,15,245368.0,5,128205.0,102,1,2021-08-12,Bandung
"OYO 342 De'Kayakini HotelRancasari,",Rancasari,Free Wifi,9.4,Istimewa,8,182453.0,5,135198.0,108,1,2021-08-12,Bandung
"RedDoorz @ Cikutra 3Cibeunying Kaler,",Cibeunying Kaler,Free Wifi,10.0,Istimewa,12,191818.0,5,173117.0,138,1,2021-08-12,Bandung
"High Livin ApartmentCimahi,",Cimahi,No,8.1,Luar Biasa,16,351892.0,35,201282.0,161,1,2021-08-12,Bandung
RedDoorz near Alun Alun,Regol,Free Wifi,8.4,Luar Biasa,1,226947.0,5,204820.0,163,1,2021-08-12,Bandung
OYO 3756 Pilatus Hotel,Sukasari,Free Wifi,8.4,Luar Biasa,0,175936.0,5,130369.0,104,1,2021-08-12,Bandung
"RedDoorz Plus @ Sukamulya Pasteur 2Sukajadi,",Sukajadi,Free Wifi,8.3,Luar Biasa,23,1015847.0,5,897501.0,718,1,2021-08-12,Bandung
"OYO 1608 Feby MaisonatteSukajadi,",Sukajadi,Free Wifi,8.4,Luar Biasa,4,126800.0,5,93959.0,75,1,2021-08-12,Bandung
"Cihampelas Hotel 2Cihampelas,",Cihampelas,Free Wifi,8.4,Luar Biasa,0,481869.0,5,251777.0,201,1,2021-08-12,Bandung
"Bobocabin Ranca UpasRancabali,",Rancabali,Free Wifi,10.0,Istimewa,1,1065789.0,5,860625.0,688,1,2021-08-12,Bandung
RedDoorz Syariah near Regol Park,Regol,Free Wifi,8.0,Sangat Baik,1,560426.0,5,292823.0,234,1,2021-08-12,Bandung
"Bali World HotelBuahbatu,",Buahbatu,Free Wifi,7.9,Sangat Baik,319,471252.0,5,272690.0,218,1,2021-08-12,Bandung
"RedDoorz Plus near Kampung Gajah 3Sukasari,",Sukasari,Free Wifi,7.7,Sangat Baik,21,176532.0,5,159321.0,127,1,2021-08-12,Bandung
RedDoorz Plus near Museum Geologi,Cibeunying Kaler,Free Wifi,8.1,Luar Biasa,5,367831.0,5,331968.0,265,1,2021-08-12,Bandung
"Grand Kembar Hotel RedPartnerRegol,",Regol,Free Wifi,7.6,Sangat Baik,1,509020.0,5,265963.0,212,1,2021-08-12,Bandung
OYO 352 Wisma Sabang,Bandung Wetan,Free Wifi,9.0,Luar Biasa,18,313547.0,5,297870.0,238,1,2021-08-12,Bandung
"OYO 3753 Cassa Dua HotelSukajadi,",Sukajadi,Free Wifi,8.4,Luar Biasa,0,163677.0,5,121285.0,97,1,2021-08-12,Bandung
"RedDoorz near Gedung Sate 2Coblong,",Coblong,Free Wifi,8.6,Luar Biasa,64,348601.0,5,314612.0,251,1,2021-08-12,Bandung
"RedDoorz @ Buah Batu 3Lengkong,",Lengkong,Free Wifi,5.3,Luar Biasa,5,225789.0,5,117975.0,94,1,2021-08-12,Bandung
"Hotel Astria GrahaLengkong,",Lengkong,Free Wifi,8.1,Luar Biasa,128,298421.0,5,113400.0,90,1,2021-08-12,Bandung
"Puri Setiabudhi Residence HotelCidadap,",Cidadap,Free Wifi,8.7,Luar Biasa,19,3232842.0,5,1689160.0,1351,1,2021-08-12,Bandung
"Hotel EveBojongloa Kidul,",Bojongloa Kidul,Free Wifi,5.5,Luar Biasa,5,439695.0,5,229741.0,183,1,2021-08-12,Bandung
"Villa ArgapuriPasirjambu,",Pasirjambu,Free Wifi,9.0,Luar Biasa,10,284210.0,5,189000.0,151,1,2021-08-12,Bandung
"Shofy Guest House RedPartnerRancasari,",Rancasari,Free Wifi,10.0,Istimewa,2,547232.0,5,285929.0,228,1,2021-08-12,Bandung
"OYO 3429 Sentra Paskal Near Rumah Sakit Kebon JatiAndir,",Andir,Free Wifi,8.4,Luar Biasa,0,289247.0,5,214332.0,171,1,2021-08-12,Bandung
"RedDoorz Syariah near Krida NusantaraCibiru,",Cibiru,Free Wifi,7.8,Sangat Baik,7,200000.0,5,190000.0,152,1,2021-08-12,Bandung
"OYO 3953 Hotel Catellya II CipakuCidadap,",Cidadap,Free Wifi,8.0,Sangat Baik,49,181187.0,5,134260.0,107,1,2021-08-12,Bandung
"youre.at - The Majesty ApartmentSukajadi,",Sukajadi,Free Wifi,5.6,Luar Biasa,5,500610.0,5,475580.0,380,1,2021-08-12,Bandung
"RedDoorz near Kampung Gajah 2Parongpong,",Parongpong,Free Wifi,7.7,Sangat Baik,8,340143.0,5,177725.0,142,1,2021-08-12,Bandung
Locus Rooms,Bandung Kidul,Free Wifi,9.4,Istimewa,2,495862.0,5,292063.0,233,1,2021-08-12,Bandung
POP! Hotel,Bojongloa Kaler,Free Wifi,8.4,Luar Biasa,313,303000.0,5,259065.0,207,1,2021-08-12,Bandung
"Abang Hotel CiwideyCiwidey,",Ciwidey,Free Wifi,8.4,Luar Biasa,2,371233.0,5,211603.0,169,1,2021-08-12,Bandung
"OYO 3952 Hotel C 18 CibaduyutBojongloa Kidul,",Bojongloa Kidul,Free Wifi,8.4,Luar Biasa,0,213472.0,5,158183.0,126,1,2021-08-12,Bandung
Mess 888,Bandung Kidul,Free Wifi,8.4,Luar Biasa,75,117692.0,35,76500.0,61,1,2021-08-12,Bandung
"RedDoorz Plus near Isola UpiSukasari,",Sukasari,Free Wifi,8.2,Luar Biasa,103,176013.0,5,155508.0,124,1,2021-08-12,Bandung
"OYO 1859 Rancabali Residence Near Rumah Sakit Mitra KasihCimahi,",Cimahi,Free Wifi,4.4,Luar Biasa,4,194403.0,5,144053.0,115,1,2021-08-12,Bandung
"OYO 3406 Pandu Prima Guest HouseAntapani,",Antapani,Free Wifi,8.4,Luar Biasa,0,234895.0,5,174058.0,139,1,2021-08-12,Bandung
Best Western Premier Panbil,Sei Beduk,Free Wifi,9.2,Istimewa,12,1190894.0,5,791945.0,633,1,2021-08-12,Batam
"Pacific Palace HotelBatu Ampar,",Batu Ampar,Free Wifi,8.2,Luar Biasa,2,757894.0,5,540000.0,432,1,2021-08-12,Batam
"Nagoya Mansion Hotel and ResidenceLubuk Baja,",Lubuk Baja,Free Wifi,8.4,Luar Biasa,23,664818.0,5,347368.0,277,1,2021-08-12,Batam
"The Golden Bay HotelBengkong,",Bengkong,Free Wifi,9.1,Istimewa,132,209692.0,35,136300.0,109,1,2021-08-12,Batam
"Triniti Hotel NagoyaBatu Ampar,",Batu Ampar,Free Wifi,8.0,Sangat Baik,35,434000.0,35,225680.0,180,1,2021-08-12,Batam
RedDoorz Plus near Pantai Coastarina 2,Batam Kota,Free Wifi,8.0,Sangat Baik,1,305263.0,5,159500.0,127,1,2021-08-12,Batam
"Baloi View ApartmentLubuk Baja,",Lubuk Baja,Free Wifi,10.0,Istimewa,1,168421.0,5,160000.0,128,1,2021-08-12,Batam
RedDoorz Premium near Grand,Batam Kota,Free Wifi,9.6,Istimewa,5,362369.0,5,189338.0,151,1,2021-08-12,Batam
RedDoorz @ Batu Aji,Batu Aji,Free Wifi,8.4,Luar Biasa,2,277105.0,5,236925.0,189,1,2021-08-12,Batam
OYO 1867 Kara Guest House,Batam Center,Free Wifi,9.0,Luar Biasa,4,224875.0,5,166633.0,133,1,2021-08-12,Batam
"Link HotelBatu Aji,",Batu Aji,Free Wifi,10.0,Istimewa,1,230000.0,13,200000.0,160,1,2021-08-12,Batam
"Grand Sydney HotelLubuk Baja,",Lubuk Baja,Free Wifi,8.4,Luar Biasa,0,330505.0,5,313980.0,251,1,2021-08-12,Batam
Lovina Inn Hotel,Batam Kota,Free Wifi,10.0,Istimewa,1,387620.0,5,294591.0,235,1,2021-08-12,Batam
RedDoorz @,Batam Kota,Free Wifi,9.2,Istimewa,4,270000.0,5,141075.0,112,1,2021-08-12,Batam
RedDoorz near Pantai Coastarina,Batu Ampar,Free Wifi,7.2,Sangat Baik,7,221052.0,5,189000.0,151,1,2021-08-12,Batam
RedDoorz near Plaza Botania 1,Batam Kota,Free Wifi,8.4,Luar Biasa,2,221052.0,5,178500.0,142,1,2021-08-12,Batam
RedDoorz Plus near DC Mall,Lubuk Baja,Free Wifi,7.0,Baik,4,310118.0,5,162037.0,129,1,2021-08-12,Batam
RedDoorz Plus near Ferry Terminal,Batam Kota,Free Wifi,7.6,Sangat Baik,3,389864.0,5,203704.0,162,1,2021-08-12,Batam
"Golden View HotelBengkong,",Bengkong,Free Wifi,8.0,Sangat Baik,6,2000000.0,26,1485000.0,1188,1,2021-08-12,Batam
"OYO 90269 Hotel Indorasa 2Lubuk Baja,",Lubuk Baja,Free Wifi,8.4,Luar Biasa,0,204244.0,5,151345.0,121,1,2021-08-12,Batam
SBS Resort,Batam Kota,No,8.4,Luar Biasa,0,2807897.0,5,1467126.0,1173,1,2021-08-12,Batam
Hotel Rezeki,Lubuk Baja,Free Wifi,6.4,Luar Biasa,6,326570.0,5,186145.0,148,1,2021-08-12,Batam
"Anaria Homestay SyariahLubuk Baja,",Lubuk Baja,Free Wifi,8.4,Luar Biasa,0,261028.0,5,148786.0,119,1,2021-08-12,Batam
RedDoorz near Nagoya Hill Mall,Batu Ampar,Free Wifi,6.0,Luar Biasa,6,189663.0,5,99099.0,79,1,2021-08-12,Batam
Sky View Hotel,Batam Kota,Free Wifi,8.4,Luar Biasa,28,264426.0,5,238645.0,190,1,2021-08-12,Batam
"RedDoorz @ Nagoya IndahLubuk Baja,",Lubuk Baja,Free Wifi,8.4,Luar Biasa,8,233550.0,5,122030.0,97,1,2021-08-12,Batam
Asialink Easy by Prasanthi formerly The Evitel,Lubuk Baja,Free Wifi,9.4,Istimewa,13,410526.0,5,351000.0,280,1,2021-08-12,Batam
Graceland Inn,Teluk Tering,Free Wifi,8.4,Luar Biasa,0,145263.0,5,138000.0,110,1,2021-08-12,Batam
"Ondos HotelBelian,",Belian,Free Wifi,8.4,Luar Biasa,0,315789.0,5,300000.0,240,1,2021-08-12,Batam
"BATAM 1 HOTELLubuk Baja,",Lubuk Baja,Free Wifi,8.4,Luar Biasa,0,315789.0,5,300000.0,240,1,2021-08-12,Batam
OS Hotel Batu Aji,Batu Aji,Free Wifi,7.5,Sangat Baik,5,221052.0,5,136500.0,109,1,2021-08-12,Batam
Alinson Boutique Residence,Batam Kota,Free Wifi,8.4,Luar Biasa,0,643616.0,5,336290.0,269,1,2021-08-12,Batam
RedDoorz near Nagoya Citywalk,Lubuk Baja,Free Wifi,8.0,Sangat Baik,11,235789.0,5,123200.0,98,1,2021-08-12,Batam
Harmoni One Convention Hotel & Service Apartments,Batam Kota,Free Wifi,8.8,Luar Biasa,81,623076.0,35,405000.0,324,1,2021-08-12,Batam
RedDoorz near Hang Nadim,Batam Center,Free Wifi,7.0,Baik,5,292453.0,5,152807.0,122,1,2021-08-12,Batam
Venia Hotel,Sagulung,Free Wifi,6.4,Luar Biasa,6,280000.0,33,189000.0,151,1,2021-08-12,Batam
RedDoorz near Nagoya HIll,Batu Ampar,Free Wifi,8.4,Luar Biasa,0,217653.0,5,113724.0,90,1,2021-08-12,Batam
