name_hotel,location_hotel,Free_Wifi_hotel,rating_hotel_num,rating_hotel_text,rating_hotel_qty,normal_price_hotel,discount_hotel,discount_price_hotel,reward_point_hotel,room,date
"OYO 90205 Queen Rent Apartment Gateway PasteurCicendo, 
 
 
 ",Cicendo,Free Wifi,,,,335.247,5,248.418,198,1,08-12-2021
Daily Inn Hotel ,Regol,Free Wifi,8.6,Luar Biasa,5,247.473,5,235.100,188,1,08-12-2021
"RedDoorz @ Pelajar Pejuang 3Lengkong, 
 
 
 ",Lengkong,Free Wifi,8.4,Luar Biasa,19,295.017,5,154.147,123,1,08-12-2021
"Atlantic City HotelCicendo, 
 
 
 ",Cicendo,Free Wifi,8.5,Luar Biasa,183,500.000,30,343.000,274,1,08-12-2021
"RedDoorz Premium @ Hotel HebatBabakan Ciparay, 
 
 
 ",Babakan Ciparay,Free Wifi,9.6,Istimewa,11,269.473,5,243.200,194,1,08-12-2021
"The Suites Metro Apartment By King PropertyBuahbatu, 
 
 
 ",Buahbatu,Free Wifi,8.0,Sangat Baik,17,184.210,5,175.000,140,1,08-12-2021
"RedDoorz Plus @ Dago Pojok 3Coblong, 
 
 
 ",Coblong,Free Wifi,8.3,Luar Biasa,15,250.000,5,225.625,180,1,08-12-2021
"Mine Home by SoviaCicendo, 
 
 
 ",Cicendo,Free Wifi,8.4,Luar Biasa,67,836.000,31,347.424,277,1,08-12-2021
"Meize City CenterSumurbandung, 
 
 
 ",Sumurbandung,Free Wifi,8.4,Luar Biasa,476,398.461,35,259.000,207,1,08-12-2021
Sari Ater Kamboti Hotel ,Sukajadi,Free Wifi,8.6,Luar Biasa,354,631.578,5,600.000,480,1,08-12-2021
"The Suites Metro Apartement by Naufal Faris PropertyBuahbatu, 
 
 
 ",Buahbatu,Free Wifi,5.2,,5.2,242.307,35,157.500,126,1,08-12-2021
"Capital O 991 D'batoe Boutique HotelCicendo, 
 
 
 ",Cicendo,Free Wifi,4.6,,4.6,442.677,5,328.024,262,1,08-12-2021
FOX Lite Hotel Metro Indah - ,Soekarno Hatta Bypass,Free Wifi,8.6,Luar Biasa,336,445.017,35,291.000,232,1,08-12-2021
"Kampioen Bed & BreakfastCicendo, 
 
 
 ",Cicendo,Free Wifi,8.9,Luar Biasa,14,514.512,5,332.375,265,1,08-12-2021
"RedDoorz @ Buah BatuBuahbatu, 
 
 
 ",Buahbatu,Free Wifi,8.8,Luar Biasa,33,245.207,5,128.121,102,1,08-12-2021
Sans Hotel Andalucia Pasteur ,Cicendo,Free Wifi,7.4,Sangat Baik,2,495.001,5,258.638,206,1,08-12-2021
"RedDoorz Apartment @ Tamansari Panoramic Soekarno Hatta 3Arcamanik, 
 
 
 ",Arcamanik,Free Wifi,6.6,Baik,4,226.580,5,204.488,163,1,08-12-2021
"RedDoorz near Trans Studio Mall 2Lengkong, 
 
 
 ",Lengkong,Free Wifi,9.4,Istimewa,47,228.306,5,206.046,164,1,08-12-2021
"RedDoorz @ Arwiga HotelSukajadi, 
 
 
 ",Sukajadi,Free Wifi,7.6,Sangat Baik,35,244.736,5,127.875,102,1,08-12-2021
"Collection O 25 Hotel BaltikaLengkong, 
 
 
 ",Lengkong,Free Wifi,8.6,Luar Biasa,2,240.185,5,177.977,142,1,08-12-2021
"Apartement Gateway Pasteur by TN HospitalityCicendo, 
 
 
 ",Cicendo,Free Wifi,9.2,Istimewa,10,331.578,5,315.000,252,1,08-12-2021
"OYO 1699 Verona ResidenceCiumbuleuit, 
 
 
 ",Ciumbuleuit,Free Wifi,8.4,Luar Biasa,46,183.712,5,136.131,108,1,08-12-2021
"RedDoorz @ KiaracondongBatununggal, 
 
 
 ",Batununggal,Free Wifi,7.7,Sangat Baik,10,175.526,5,166.750,133,1,08-12-2021
RedDoorz Premium near ,Andir,Free Wifi,8.4,Luar Biasa,6,313.796,5,283.202,226,1,08-12-2021
"RedDoorz Apartment @ Jarrdin CihampelasCoblong, 
 
 
 ",Coblong,Free Wifi,8.3,Luar Biasa,32,273.552,5,259.875,207,1,08-12-2021
Tab Hotel ,Astana Anyar,Free Wifi,9.6,Istimewa,8,384.615,35,250.000,200,1,08-12-2021
"Are You and I Bed and BreakfastCimenyan, 
 
 
 ",Cimenyan,Free Wifi,8.7,Luar Biasa,18,407.526,5,348.435,278,1,08-12-2021
"Residences by RedDoorz near Rumah ModeCoblong, 
 
 
 ",Coblong,Free Wifi,8.3,Luar Biasa,47,204.252,5,184.338,147,1,08-12-2021
"RedDoorz near Setrasari Mall 2Sukajadi, 
 
 
 ",Sukajadi,Free Wifi,9.3,Istimewa,6,275.500,5,143.949,115,1,08-12-2021
"Ardan HotelSukajadi, 
 
 
 ",Sukajadi,Free Wifi,8.6,Luar Biasa,160,472.736,5,381.735,305,1,08-12-2021
RedDoorz Plus @ Point Phila Cihampelas,Bandung Wetan,Free Wifi,8.8,Luar Biasa,20,301.244,5,286.182,228,1,08-12-2021
PRIME PARK Hotel ,Cibeunying Kaler,Free Wifi,8.7,Luar Biasa,273,576.052,5,547.250,437,1,08-12-2021
"Bobobox Pods Alun AlunRegol, 
 
 
 ",Regol,Free Wifi,9.3,Istimewa,7,218.863,5,176.732,141,1,08-12-2021
"Zoe Guest HouseSukajadi, 
 
 
 ",Sukajadi,Free Wifi,9.0,Luar Biasa,2,244.547,5,232.320,185,1,08-12-2021
"Alqueby HotelKiaracondong, 
 
 
 ",Kiaracondong,Free Wifi,8.5,Luar Biasa,7,1.326.252,5,692.967,554,1,08-12-2021
RedDoorz Apartment @ Emerald Towers ,Buahbatu,Free Wifi,8.0,Sangat Baik,7,279.815,5,146.204,116,1,08-12-2021
"KoolKost near Setrasari Mall 2Sukajadi, 
 
 
 ",Sukajadi,Free Wifi,8.1,Luar Biasa,19,186.512,5,168.328,134,1,08-12-2021
RedDoorz @ Gatot Subroto Street ,Batununggal,Free Wifi,8.6,Luar Biasa,4,245.368,5,128.205,102,1,08-12-2021
"Kiara Cozy HotelKiaracondong, 
 
 
 ",Kiaracondong,Free Wifi,10I,stimewa,1,180.000,17,127.500,102,1,08-12-2021
"RedDoorz @ SurapatiCibeunying Kaler, 
 
 
 ",Cibeunying Kaler,Free Wifi,8.0,Sangat Baik,12,215.001,5,194.038,155,1,08-12-2021
"RedDoorz @ Hotel Arimbi Baru Dewi SartikaRegol, 
 
 
 ",Regol,Free Wifi,7.8,Sangat Baik,19,361.236,5,188.746,150,1,08-12-2021
"RedDoorz Apartment @ Gateway Pasteur 2Cicendo, 
 
 
 ",Cicendo,Free Wifi,8.2,Luar Biasa,15,319.737,5,288.563,230,1,08-12-2021
"RedDoorz Apartment @ Grand Asia AfrikaLengkong, 
 
 
 ",Lengkong,Free Wifi,8.2,Luar Biasa,4,392.369,5,354.113,283,1,08-12-2021
"Hotel Yehezkiel Surapati RedPartnerCibeunying Kaler, 
 
 
 ",Cibeunying Kaler,Free Wifi,9.0,Luar Biasa,5,632.294,5,558.632,446,1,08-12-2021
"El Cavana HotelAndir, 
 
 
 ",Andir,Free Wifi,8.5,Luar Biasa,187,600.000,13,519.488,415,1,08-12-2021
"Grand Pacific HotelCicendo, 
 
 
 ",Cicendo,Free Wifi,8.4,Luar Biasa,244,672.307,35,437.000,349,1,08-12-2021
"West Point HotelAndir, 
 
 
 ",Andir,Free Wifi,8.9,Luar Biasa,147,580.000,23,449.460,359,1,08-12-2021
"OYO 2085 Chrysanta Near RSUP Hasan SadikinCicendo, 
 
 
 ",Cicendo,Free Wifi,4.8,,4.8,139.075,5,103.055,82,1,08-12-2021
"The Victoria Luxurious Guest HouseSukasari, 
 
 
 ",Sukasari,Free Wifi,8.2,Luar Biasa,293,346.153,35,225.000,180,1,08-12-2021
"Saloka GuesthouseCimahi, 
 
 
 ",Cimahi,Free Wifi,8.7,Luar Biasa,7,370.688,5,200.728,160,1,08-12-2021
"RedDoorz near Trans Studio Mall 3Lengkong, 
 
 
 ",Lengkong,Free Wifi,6.4,,6.4,201.789,5,178.281,142,1,08-12-2021
The Ibizzza Idea's Hotel ,Batununggal,Free Wifi,,,,315.789,5,300.000,240,1,08-12-2021
Hotel Andelir ,Sukajadi,Free Wifi,9.6,Istimewa,3,263.157,5,250.000,200,1,08-12-2021
Hotel Kumala ,Lengkong,Free Wifi,10I,stimewa,2,423.076,35,275.000,220,1,08-12-2021
"RedDoorz Apartment @ The Suites Metro Soekarno HattaBuahbatu, 
 
 
 ",Buahbatu,Free Wifi,7.7,Sangat Baik,17,250.178,5,221.033,176,1,08-12-2021
Hotel Cihampelas ,Coblong,Free Wifi,3.2,,3.2,354.694,5,185.328,148,1,08-12-2021
"RedDoorz near Taman Makam Pahlawan CikutraCibeunying Kaler, 
 
 
 ",Cibeunying Kaler,Free Wifi,9.0,Luar Biasa,12,798.366,5,682.603,546,1,08-12-2021
KoolKost near ,Cicendo,Free Wifi,,,,198.947,5,103.950,83,1,08-12-2021
Collection O 10 Sweet Karina ,Sukajadi,Free Wifi,8.4,Luar Biasa,16,291.438,5,215.956,172,1,08-12-2021
"RedDoorz @ Dago Asri 3Coblong, 
 
 
 ",Coblong,Free Wifi,8.0,Sangat Baik,17,545.352,5,284.947,227,1,08-12-2021
"New Moonlight HotelAstana Anyar, 
 
 
 ",Astana Anyar,Free Wifi,8.9,Luar Biasa,36,178.710,5,169.775,135,1,08-12-2021
The Summit Siliwangi Hotel,Bandung Wetan,Free Wifi,8.7,Luar Biasa,99,263.157,5,250.000,200,1,08-12-2021
"Tokyo CuboCicendo, 
 
 
 ",Cicendo,Free Wifi,9.5,Istimewa,9,146.357,5,132.088,105,1,08-12-2021
RedDoorz near Riau Junction Mall 2,Bandung Wetan,Free Wifi,6.4,,6.4,269.974,5,141.062,112,1,08-12-2021
"The Suites Metro Apartement By DestaBuahbatu, 
 
 
 ",Buahbatu,Free Wifi,9.0,Luar Biasa,2,229.846,35,149.400,119,1,08-12-2021
Hotel Nalendra ,Coblong,Free Wifi,7.5,Sangat Baik,107,684.210,5,292.500,234,1,08-12-2021
RedDoorz near Tegalega ,Regol,Free Wifi,10I,stimewa,5,236.580,5,123.613,98,1,08-12-2021
"Bobobox Pods PaskalCicendo, 
 
 
 ",Cicendo,Free Wifi,9.5,Istimewa,39,325.000,34,181.535,145,1,08-12-2021
"OYO 1444 Patradissa HotelCicendo, 
 
 
 ",Cicendo,Free Wifi,6.7,Baik,4,182.315,5,135.096,108,1,08-12-2021
OYO 794 LN 9 ,Sukajadi,Free Wifi,9.2,Istimewa,9,198.882,5,147.372,117,1,08-12-2021
Bobobox Pods Dago,Bandung Wetan,Free Wifi,9.9,Istimewa,7,325.000,26,239.000,191,1,08-12-2021
RedDoorz @ Home 33 ,Sukajadi,Free Wifi,7.3,Sangat Baik,6,189.473,5,171.000,136,1,08-12-2021
"RedDoorz near Istana Plaza 3Cicendo, 
 
 
 ",Cicendo,Free Wifi,9.8,Istimewa,2,229.957,5,207.537,166,1,08-12-2021
"OYO Flagship 1511 Galaxy InnLengkong, 
 
 
 ",Lengkong,Free Wifi,8.7,Luar Biasa,4,295.555,5,280.778,224,1,08-12-2021
"OYO 1360 Bumi Makhraja SyariahCibeunying Kaler, 
 
 
 ",Cibeunying Kaler,Free Wifi,9.9,Istimewa,7,233.008,5,172.659,138,1,08-12-2021
"RedDoorz Plus near Sukajadi 2Sukajadi, 
 
 
 ",Sukajadi,Free Wifi,8.0,Sangat Baik,15,167.292,5,158.928,127,1,08-12-2021
"OYO 3743 Gania HotelSumurbandung, 
 
 
 ",Sumurbandung,No,9.4,Istimewa,10,360.647,5,267.240,213,1,08-12-2021
"RedDoorz @ Hotel Damanaka PangalenganPangalengan, 
 
 
 ",Pangalengan,Free Wifi,6.4,,6.4,298.421,5,155.925,124,1,08-12-2021
"RedDoorz near Margahayu RayaBuahbatu, 
 
 
 ",Buahbatu,Free Wifi,8.6,Luar Biasa,15,245.368,5,128.205,102,1,08-12-2021
"OYO 342 De'Kayakini HotelRancasari, 
 
 
 ",Rancasari,Free Wifi,9.4,Istimewa,8,182.453,5,135.198,108,1,08-12-2021
"RedDoorz @ Cikutra 3Cibeunying Kaler, 
 
 
 ",Cibeunying Kaler,Free Wifi,10I,stimewa,12,191.818,5,173.117,138,1,08-12-2021
"High Livin ApartmentCimahi, 
 
 
 ",Cimahi,No,8.1,Luar Biasa,16,351.892,35,201.282,161,1,08-12-2021
RedDoorz near Alun Alun ,Regol,Free Wifi,8.4,Luar Biasa,1,226.947,5,204.820,163,1,08-12-2021
OYO 3756 Pilatus Hotel ,Sukasari,Free Wifi,,,,175.936,5,130.369,104,1,08-12-2021
"RedDoorz Plus @ Sukamulya Pasteur 2Sukajadi, 
 
 
 ",Sukajadi,Free Wifi,8.3,Luar Biasa,23,1.015.847,5,897.501,718,1,08-12-2021
"OYO 1608 Feby MaisonatteSukajadi, 
 
 
 ",Sukajadi,Free Wifi,8.4,Luar Biasa,4,126.800,5,93.959,75,1,08-12-2021
"Cihampelas Hotel 2Cihampelas, 
 
 
 ",Cihampelas,Free Wifi,,,,481.869,5,251.777,201,1,08-12-2021
"Bobocabin Ranca UpasRancabali, 
 
 
 ",Rancabali,Free Wifi,10I,stimewa,1,1.065.789,5,860.625,688,1,08-12-2021
RedDoorz Syariah near Regol Park ,Regol,Free Wifi,8.0,Sangat Baik,1,560.426,5,292.823,234,1,08-12-2021
"Bali World HotelBuahbatu, 
 
 
 ",Buahbatu,Free Wifi,7.9,Sangat Baik,319,471.252,5,272.690,218,1,08-12-2021
"RedDoorz Plus near Kampung Gajah 3Sukasari, 
 
 
 ",Sukasari,Free Wifi,7.7,Sangat Baik,21,176.532,5,159.321,127,1,08-12-2021
RedDoorz Plus near Museum Geologi ,Cibeunying Kaler,Free Wifi,8.1,Luar Biasa,5,367.831,5,331.968,265,1,08-12-2021
"Grand Kembar Hotel RedPartnerRegol, 
 
 
 ",Regol,Free Wifi,7.6,Sangat Baik,1,509.020,5,265.963,212,1,08-12-2021
OYO 352 Wisma Sabang,Bandung Wetan,Free Wifi,9.0,Luar Biasa,18,313.547,5,297.870,238,1,08-12-2021
"OYO 3753 Cassa Dua HotelSukajadi, 
 
 
 ",Sukajadi,Free Wifi,,,,163.677,5,121.285,97,1,08-12-2021
"RedDoorz near Gedung Sate 2Coblong, 
 
 
 ",Coblong,Free Wifi,8.6,Luar Biasa,64,348.601,5,314.612,251,1,08-12-2021
"RedDoorz @ Buah Batu 3Lengkong, 
 
 
 ",Lengkong,Free Wifi,5.3,,5.3,225.789,5,117.975,94,1,08-12-2021
"Hotel Astria GrahaLengkong, 
 
 
 ",Lengkong,Free Wifi,8.1,Luar Biasa,128,298.421,5,113.400,90,1,08-12-2021
"Puri Setiabudhi Residence HotelCidadap, 
 
 
 ",Cidadap,Free Wifi,8.7,Luar Biasa,19,3.232.842,5,1.689.160,1351,1,08-12-2021
"Hotel EveBojongloa Kidul, 
 
 
 ",Bojongloa Kidul,Free Wifi,5.5,,5.5,439.695,5,229.741,183,1,08-12-2021
"Villa ArgapuriPasirjambu, 
 
 
 ",Pasirjambu,Free Wifi,9.0,Luar Biasa,10,284.210,5,189.000,151,1,08-12-2021
"Shofy Guest House RedPartnerRancasari, 
 
 
 ",Rancasari,Free Wifi,10I,stimewa,2,547.232,5,285.929,228,1,08-12-2021
"OYO 3429 Sentra Paskal Near Rumah Sakit Kebon JatiAndir, 
 
 
 ",Andir,Free Wifi,,,,289.247,5,214.332,171,1,08-12-2021
"RedDoorz Syariah near Krida NusantaraCibiru, 
 
 
 ",Cibiru,Free Wifi,7.8,Sangat Baik,7,200.000,5,190.000,152,1,08-12-2021
"OYO 3953 Hotel Catellya II CipakuCidadap, 
 
 
 ",Cidadap,Free Wifi,8.0,Sangat Baik,49,181.187,5,134.260,107,1,08-12-2021
"youre.at - The Majesty ApartmentSukajadi, 
 
 
 ",Sukajadi,Free Wifi,5.6,,5.6,500.610,5,475.580,380,1,08-12-2021
"RedDoorz near Kampung Gajah 2Parongpong, 
 
 
 ",Parongpong,Free Wifi,7.7,Sangat Baik,8,340.143,5,177.725,142,1,08-12-2021
Locus Rooms,Bandung Kidul,Free Wifi,9.4,Istimewa,2,495.862,5,292.063,233,1,08-12-2021
POP! Hotel ,Bojongloa Kaler,Free Wifi,8.4,Luar Biasa,313,303.000,5,259.065,207,1,08-12-2021
"Abang Hotel CiwideyCiwidey, 
 
 
 ",Ciwidey,Free Wifi,8.4,Luar Biasa,2,371.233,5,211.603,169,1,08-12-2021
"OYO 3952 Hotel C 18 CibaduyutBojongloa Kidul, 
 
 
 ",Bojongloa Kidul,Free Wifi,,,,213.472,5,158.183,126,1,08-12-2021
Mess 888,Bandung Kidul,Free Wifi,8.4,Luar Biasa,75,117.692,35,76.500,61,1,08-12-2021
"RedDoorz Plus near Isola UpiSukasari, 
 
 
 ",Sukasari,Free Wifi,8.2,Luar Biasa,103,176.013,5,155.508,124,1,08-12-2021
"OYO 1859 Rancabali Residence Near Rumah Sakit Mitra KasihCimahi, 
 
 
 ",Cimahi,Free Wifi,4.4,,4.4,194.403,5,144.053,115,1,08-12-2021
"OYO 3406 Pandu Prima Guest HouseAntapani, 
 
 
 ",Antapani,Free Wifi,,,,234.895,5,174.058,139,1,08-12-2021
Best Western Premier Panbil ,Sei Beduk,Free Wifi,9.2,Istimewa,12,1.190.894,5,791.945,633,1,08-12-2021
"Pacific Palace HotelBatu Ampar, 
 
 
 ",Batu Ampar,Free Wifi,8.2,Luar Biasa,2,757.894,5,540.000,432,1,08-12-2021
"Nagoya Mansion Hotel and ResidenceLubuk Baja, 
 
 
 ",Lubuk Baja,Free Wifi,8.4,Luar Biasa,23,664.818,5,347.368,277,1,08-12-2021
"The Golden Bay HotelBengkong, 
 
 
 ",Bengkong,Free Wifi,9.1,Istimewa,132,209.692,35,136.300,109,1,08-12-2021
"Triniti Hotel NagoyaBatu Ampar, 
 
 
 ",Batu Ampar,Free Wifi,8.0,Sangat Baik,35,434.000,35,225.680,180,1,08-12-2021
RedDoorz Plus near Pantai Coastarina 2,Batam Kota,Free Wifi,8.0,Sangat Baik,1,305.263,5,159.500,127,1,08-12-2021
"Baloi View ApartmentLubuk Baja, 
 
 
 ",Lubuk Baja,Free Wifi,10I,stimewa,1,168.421,5,160.000,128,1,08-12-2021
RedDoorz Premium near Grand ,Batam Kota,Free Wifi,9.6,Istimewa,5,362.369,5,189.338,151,1,08-12-2021
RedDoorz @ Batu Aji ,Batu Aji,Free Wifi,8.4,Luar Biasa,2,277.105,5,236.925,189,1,08-12-2021
OYO 1867 Kara Guest House,Batam Center,Free Wifi,9.0,Luar Biasa,4,224.875,5,166.633,133,1,08-12-2021
"Link HotelBatu Aji, 
 
 
 ",Batu Aji,Free Wifi,10I,stimewa,1,230.000,13,200.000,160,1,08-12-2021
"Grand Sydney HotelLubuk Baja, 
 
 
 ",Lubuk Baja,Free Wifi,,,,330.505,5,313.980,251,1,08-12-2021
Lovina Inn Hotel ,Batam Kota,Free Wifi,10I,stimewa,1,387.620,5,294.591,235,1,08-12-2021
RedDoorz @ ,Batam Kota,Free Wifi,9.2,Istimewa,4,270.000,5,141.075,112,1,08-12-2021
RedDoorz near Pantai Coastarina ,Batu Ampar,Free Wifi,7.2,Sangat Baik,7,221.052,5,189.000,151,1,08-12-2021
RedDoorz near Plaza Botania 1 ,Batam Kota,Free Wifi,8.4,Luar Biasa,2,221.052,5,178.500,142,1,08-12-2021
RedDoorz Plus near DC Mall ,Lubuk Baja,Free Wifi,7.0,Baik,4,310.118,5,162.037,129,1,08-12-2021
RedDoorz Plus near Ferry Terminal ,Batam Kota,Free Wifi,7.6,Sangat Baik,3,389.864,5,203.704,162,1,08-12-2021
"Golden View HotelBengkong, 
 
 
 ",Bengkong,Free Wifi,8.0,Sangat Baik,6,2.000.000,26,1.485.000,1188,1,08-12-2021
"OYO 90269 Hotel Indorasa 2Lubuk Baja, 
 
 
 ",Lubuk Baja,Free Wifi,,,,204.244,5,151.345,121,1,08-12-2021
SBS Resort,Batam Kota,No,,,,2.807.897,5,1.467.126,1173,1,08-12-2021
Hotel Rezeki ,Lubuk Baja,Free Wifi,6.4,,6.4,326.570,5,186.145,148,1,08-12-2021
"Anaria Homestay SyariahLubuk Baja, 
 
 
 ",Lubuk Baja,Free Wifi,,,,261.028,5,148.786,119,1,08-12-2021
RedDoorz near Nagoya Hill Mall ,Batu Ampar,Free Wifi,6.0,,6.0,189.663,5,99.099,79,1,08-12-2021
Sky View Hotel,Batam Kota,Free Wifi,8.4,Luar Biasa,28,264.426,5,238.645,190,1,08-12-2021
"RedDoorz @ Nagoya IndahLubuk Baja, 
 
 
 ",Lubuk Baja,Free Wifi,8.4,Luar Biasa,8,233.550,5,122.030,97,1,08-12-2021
Asialink Easy by Prasanthi formerly The Evitel ,Lubuk Baja,Free Wifi,9.4,Istimewa,13,410.526,5,351.000,280,1,08-12-2021
Graceland Inn ,Teluk Tering,Free Wifi,,,,145.263,5,138.000,110,1,08-12-2021
"Ondos HotelBelian, 
 
 
 ",Belian,Free Wifi,,,,315.789,5,300.000,240,1,08-12-2021
"BATAM 1 HOTELLubuk Baja, 
 
 
 ",Lubuk Baja,Free Wifi,,,,315.789,5,300.000,240,1,08-12-2021
OS Hotel Batu Aji ,Batu Aji,Free Wifi,7.5,Sangat Baik,5,221.052,5,136.500,109,1,08-12-2021
Alinson Boutique Residence ,Batam Kota,Free Wifi,,,,643.616,5,336.290,269,1,08-12-2021
RedDoorz near Nagoya Citywalk ,Lubuk Baja,Free Wifi,8.0,Sangat Baik,11,235.789,5,123.200,98,1,08-12-2021
Harmoni One Convention Hotel & Service Apartments,Batam Kota,Free Wifi,8.8,Luar Biasa,81,623.076,35,405.000,324,1,08-12-2021
RedDoorz near Hang Nadim ,Batam Center,Free Wifi,7.0,Baik,5,292.453,5,152.807,122,1,08-12-2021
Venia Hotel ,Sagulung,Free Wifi,6.4,,6.4,280.000,33,189.000,151,1,08-12-2021
RedDoorz near Nagoya HIll ,Batu Ampar,Free Wifi,,,,217.653,5,113.724,90,1,08-12-2021
RedDoorz @ Batu Aji ,Batu Aji,Free Wifi,10I,stimewa,2,179.126,5,153.153,122,1,08-12-2021
RedDoorz Plus near ,Lubuk Baja,Free Wifi,8.5,Luar Biasa,13,400.000,33,147.538,118,1,08-12-2021
"OYO 90350 Hotel Five Star 2Lubuk Baja, 
 
 
 ",Lubuk Baja,Free Wifi,,,,263.125,5,194.976,155,1,08-12-2021
"Blitz Hotel Tj UncangSagulung, 
 
 
 ",Sagulung,Free Wifi,8.0,Sangat Baik,1,385.431,5,219.696,175,1,08-12-2021
RedDoorz @ Pasar Melayu Sagulung ,Batu Aji,Free Wifi,10I,stimewa,1,225.749,5,193.016,154,1,08-12-2021
RedDoorz @ Baloi ,Lubuk Baja,Free Wifi,10I,stimewa,2,248.093,5,153.198,122,1,08-12-2021
Eska Hotel,Batam Kota,Free Wifi,8.6,Luar Biasa,11,550.000,18,450.000,360,1,08-12-2021
RedDoorz near RSUD Embung Fatimah ,Batu Aji,Free Wifi,9.0,Luar Biasa,5,315.948,5,165.083,132,1,08-12-2021
"OYO 664 Romance HotelNagoya, 
 
 
 ",Nagoya,Free Wifi,7.4,Sangat Baik,6,218.835,5,162.157,129,1,08-12-2021
Aston ,Lubuk Baja,Free Wifi,9.5,Istimewa,11,971.267,5,922.704,738,1,08-12-2021
"The L Hotel EntertainmentLubuk Baja, 
 
 
 ",Lubuk Baja,Free Wifi,7.2,Sangat Baik,13,350.000,29,250.000,200,1,08-12-2021
OYO 1103 Hotel Prima,Batam Kota,Free Wifi,,,,308.742,5,228.778,183,1,08-12-2021
"OYO 676 Nasa HotelLubuk Baja Kota, 
 
 
 ",Lubuk Baja Kota,Free Wifi,8.6,Luar Biasa,4,299.833,5,222.177,177,1,08-12-2021
"OYO 90366 Homestay 81 BaloiLubuk Baja, 
 
 
 ",Lubuk Baja,Free Wifi,,,,180.426,5,133.696,106,1,08-12-2021
Kaliban Hotel,Batam Kota,Free Wifi,8.4,Luar Biasa,20,523.076,35,340.000,272,1,08-12-2021
Panbil Residence Apartment ,Sei Beduk,Free Wifi,8.3,Luar Biasa,7,804.589,5,764.360,611,1,08-12-2021
"The K Hotel ( Ex Hotel Seruni )Batu Ampar, 
 
 
 ",Batu Ampar,Free Wifi,8.6,Luar Biasa,27,386.667,26,285.000,228,1,08-12-2021
Villa Nongsa Point Marina & Resort By ,Nongsa,Free Wifi,,,,1.263.157,5,1.200.000,960,1,08-12-2021
"OYO 1703 Terang Bintang HotelLubuk Baja, 
 
 
 ",Lubuk Baja,Free Wifi,3.6,,3.6,218.589,5,161.975,129,1,08-12-2021
,Lubuk Baja,Free Wifi,8.5,Luar Biasa,20,538.461,35,350.000,280,1,08-12-2021
ASTON Inn Gideon - ,Lubuk Baja,Free Wifi,8.8,Luar Biasa,19,698.310,35,453.902,363,1,08-12-2021
Swiss-Belinn Baloi ,Lubuk Baja,Free Wifi,8.4,Luar Biasa,47,355.789,5,338.000,270,1,08-12-2021
"OS Style HotelBatu Aji, 
 
 
 ",Batu Aji,Free Wifi,8.7,Luar Biasa,19,266.911,5,253.566,202,1,08-12-2021
Zest Hotel Harbour Bay ,Batu Ampar,Free Wifi,8.7,Luar Biasa,69,446.153,35,290.000,232,1,08-12-2021
"Swiss-Belhotel Harbour BayBatu Ampar, 
 
 
 ",Batu Ampar,Free Wifi,9.0,Luar Biasa,8,1.461.538,35,950.000,760,1,08-12-2021
"Nagoya Hill HotelLubuk Baja, 
 
 
 ",Lubuk Baja,No,8.0,Sangat Baik,1,800.000,31,550.000,110,1,08-12-2021
OS Hotel Airport ,Batam Kota,Free Wifi,8.5,Luar Biasa,42,330.000,9,300.000,240,1,08-12-2021
Greenland Hotel ,Batam Kota,Free Wifi,7.8,Sangat Baik,21,350.000,26,182.000,145,1,08-12-2021
Barelang Hotel Nagoya ,Batu Ampar,Free Wifi,8.3,Luar Biasa,43,350.000,29,212.500,170,1,08-12-2021
"OYO 3212 Coffee Jodoh HomestayBatu Ampar, 
 
 
 ",Batu Ampar,Free Wifi,,,,256.297,5,189.917,151,1,08-12-2021
HARRIS Resort Barelang ,Sagulung,Free Wifi,9.2,Istimewa,30,1.450.526,5,1.378.000,1102,1,08-12-2021
Biz Hotel ,Lubuk Baja,Free Wifi,7.8,Sangat Baik,32,357.894,5,340.000,272,1,08-12-2021
Hotel Fresh One,Batam Kota,Free Wifi,8.8,Luar Biasa,10,263.157,5,250.000,200,1,08-12-2021
SPOT ON 2755 Zainab Homestay,Batam Kota,Free Wifi,,,,217.692,5,161.310,129,1,08-12-2021
RedDoorz Plus near Nagoya Hill ,Lubuk Baja,Free Wifi,,,,202.501,5,105.807,84,1,08-12-2021
Queen Victoria Apartment ,Batam Kota,Free Wifi,9.9,Istimewa,3,555.578,5,369.460,295,1,08-12-2021
,Batu Ampar,Free Wifi,,,,321.538,35,209.000,167,1,08-12-2021
"I Hotel BaloiLubuk Baja, 
 
 
 ",Lubuk Baja,Free Wifi,9.6,Istimewa,1,1.139.684,5,1.082.700,866,1,08-12-2021
Hans Inn ,Lubuk Baja,Free Wifi,10I,stimewa,2,384.615,35,250.000,200,1,08-12-2021
BLITZ HOTEL ,Batam Center,Free Wifi,9.3,Istimewa,6,257.894,5,208.250,166,1,08-12-2021
"OYO 625 Hotel Golden GateLubuk Baja, 
 
 
 ",Lubuk Baja,Free Wifi,,,,147.252,5,139.890,111,1,08-12-2021
"OYO 1671 D-one HotelLubuk Baja, 
 
 
 ",Lubuk Baja,Free Wifi,,,,226.674,5,167.966,134,1,08-12-2021
"OYO 90351 Hotel Five Star 1Lubuk Baja, 
 
 
 ",Lubuk Baja,Free Wifi,,,,203.574,5,150.849,120,1,08-12-2021
